Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
dd4f67c6-4218-9bc4-90c7-6991b12dcea3,1927-08-29,,999-61-2079,S99948066,X55582977X,Mr.,Jerónimo599,Jerónimo599,Mejía318,,,M,asian,hispanic,M,Santo Domingo  National District  DO,145 Feest Glen Suite 57,Chestnut Ridge,New York,Rockland County,36087,10952,41.068656104471614,-74.08690907092407,183188.52,290219.34,255002
eb09fa57-d823-cd1a-f594-18c594e1163d,1950-06-23,,999-63-2670,S99965071,X54725361X,Mr.,Jorge203,,Toro760,,,M,white,hispanic,M,Panama City  Panama  PA,984 O'Reilly Manor,Port Chester,New York,Westchester County,36119,10573,40.97162684307589,-73.63399707624986,671026.75,1527014.31,1718
e640bbeb-50ee-8550-5763-047a922c934a,1936-11-07,,999-59-5353,S99947191,X78289171X,Mr.,Don899,Russell422,Bode78,,,S,white,nonhispanic,M,Eggertsville  New York  US,369 Wiegand Union,Oswego,New York,Oswego County,36075,13126,43.412147021576814,-76.52127030318736,286625.32,310764.77,61026
00310092-5c0e-34b2-4607-f7f730ec2866,1964-05-30,,999-17-2897,S99972884,X15859368X,Mr.,Andreas188,Ken316,Kerluke267,,,M,white,nonhispanic,M,New York  New York  US,412 Roob Parade,New York,New York,Queens County,36081,11693,40.62568302990712,-74.18117924996963,187630.95,88059.38,76788
38d2711e-cbe6-fba3-142c-7ec2812ef50e,1963-07-30,,999-28-3960,S99945589,X10091948X,Mr.,Jerrold404,Darrell400,Hodkiewicz467,,,M,white,nonhispanic,M,Olean  New York  US,697 Lakin Pathway,New York,New York,Kings County,36061,10128,40.79313295994737,-73.94319739461872,59655.38,297839.53,27499
2e1b8204-6172-ab35-2fd6-c899333d8520,1940-01-07,,999-12-9401,S99985912,X53371927X,Mrs.,Asia282,Sheena120,Reichel38,,Mraz590,M,white,nonhispanic,F,Yonkers  New York  US,834 Oberbrunner Terrace Unit 30,Elmont,New York,Nassau County,36059,11003,40.674712599609734,-73.70979606641097,68764.53,1518547.29,9405
d69f0917-eea1-af79-624f-1bd8b274b255,1967-01-04,,999-90-9512,S99973265,X44342009X,Ms.,Ebony669,Faustina753,DuBuque211,,,S,other,nonhispanic,F,Walden  New York  US,115 Stoltenberg Row Unit 59,New York,New York,New York County,36081,11420,40.70723929729907,-73.7727704495345,22901.53,1346436.86,11897
f3a32ad0-82ca-dcaa-8873-174c345f1f5d,1938-07-24,,999-83-2189,S99911188,X19743100X,Mrs.,Keely496,Jacklyn830,Bednar518,,Ferry570,M,white,nonhispanic,F,Montebello  New York  US,530 White Ferry,Clifton Park,New York,Saratoga County,,00000,42.86871658830905,-73.80333831767469,408012.72,1299687.21,139133
c4e85e4a-b2eb-5b1b-fcd8-0806921d5211,1934-10-08,,999-44-8758,S99963977,X25872836X,Mrs.,Mariana775,María José279,Quezada963,,Atencio773,M,white,hispanic,F,Port-au-Prince  Haiti  HT,1099 Osinski Grove Unit 78,New York,New York,Bronx County,36061,10006,40.71102963734323,-73.78370028362261,1208262.93,650062.07,90454
35efd951-e518-a6a8-a731-df9c28f142b4,1999-11-01,,999-43-9169,S99954286,X80829524X,Ms.,Corine538,,Langosh790,,,,black,nonhispanic,F,Elwood  New York  US,389 Heidenreich Key,New York,New York,Richmond County,36061,10172,40.72820792732961,-73.92637263983475,98540.86,1118224.90,33518
8ea1c528-3c92-c4ec-86b7-133f2c7e8b2d,1977-08-26,,999-43-7435,S99955382,X77201306X,Mrs.,Elmer371,Laraine204,Powlowski563,,Romaguera67,D,black,hispanic,F,Ticonderoga  New York  US,915 Schimmel Mews Suite 50,New York,New York,Queens County,36081,11428,40.76519780646789,-73.96312907103766,786163.53,560926.83,37055
fa4fda35-5bfc-e2e3-d317-3f912f954289,1949-12-07,,999-68-2468,S99910593,X22776268X,Mrs.,Lacie818,Piper612,Lind531,,Walsh511,M,white,nonhispanic,F,New York  New York  US,376 Ruecker Terrace Suite 81,New Windsor,New York,Orange County,36071,12553,41.471720523819286,-74.08014527308465,518575.28,1781921.06,191876
6ff5fec4-e5d5-21c5-e104-b5a416d37cf4,1928-08-06,,999-62-6806,S99935000,X59957025X,Mr.,Louis204,,Greenfelder433,,,M,white,nonhispanic,M,New York  New York  US,669 Powlowski Club Apt 55,Buffalo,New York,Erie County,36029,14209,42.85916219918172,-78.86746273851448,74827.09,610482.94,29748
0fda5b1f-2c8f-10b3-9d80-e51465c2195b,1965-08-12,,999-52-9375,S99955496,X75152761X,Mrs.,Dee580,Salena230,Witting912,,Kuhlman484,M,white,nonhispanic,F,Eastchester  New York  US,910 Fahey Rue Suite 88,Henrietta,New York,Monroe County,,00000,43.074873525791816,-77.6115177615017,778402.74,94798.08,51396
819972ad-48e1-3e89-2b15-2156eb696825,1930-10-06,,999-70-1693,S99995953,X24340664X,Mr.,Hal307,Norbert530,Hermiston71,,,M,white,nonhispanic,M,New York  New York  US,321 Murazik Camp,Albany,New York,Albany County,36001,12210,42.764846010302996,-73.83925286161602,221766.80,389289.81,167327
03d9483a-f6bc-574b-acac-e62e8c4288c6,1957-07-19,,999-12-4374,S99984370,X44038066X,Mrs.,Lekisha909,Ginette140,Wilderman619,,Franecki195,W,white,nonhispanic,F,Kings Park  New York  US,1013 Cremin Ville,Utica,New York,Oneida County,36065,13495,43.1042472715872,-75.17063152741927,1170266.29,394897.08,60485
fea398c8-a333-b8bc-abe2-d394b0c4b996,1966-09-13,,999-72-7393,S99958283,X50586944X,Mr.,Karl184,Arden380,Dibbert990,,,M,white,nonhispanic,M,New York  New York  US,1097 Walker Run Suite 28,Kingston,New York,Ulster County,36111,12401,41.97549916679586,-74.08513786312538,9611.87,292209.33,18538
